,name,station_id,station_location,CAR WASH,AIR & WATER,CAR VACUUM,24/7 OPENING HOURS,TOILET,CONVENIENCE STORE,ATM,PARKING FACILITIES,DISABLED TOILET/BABY CHANGE,ALCOHOL,WI-FI,HGV/PSV FUELING,FUELSERVICE,PAYPHONE,RESTAURANT,ELECTRIC CAR CHARGING,REPAIR GARAGE,SHOWER FACILITIES
732,SHELL WELWYN GARDEN CITY (SHELL BUDGENS WELWYN GARDEN CITY),8592,"STANBOROUGH ROAD, AL8 6XA",True,True,True,,True,,True,,,,,,True,,,,,
733,SHELL WALTHAM CROSS (MFG CHESHUNT),989,"FLAMSTEAD END ROAD, EN8 0JA",,True,,,True,True,True,True,,True,,,True,,,,,
734,SHELL BULLSMOOR LANE (SHELL BULLSMOOR LANE),917,"BULLSMOOR LANE, EN1 4SB",True,True,True,True,True,,True,,,,,,True,,,,,
735,BP BULLSMOOR LANE (RSS BULLSMOOR LANE),916,"BULLSMOOR LANE, EN1 4SE",,,,,,,,,,,,,,,,,,
736,BP WALTHAM CROSS (KILSMORE WAY SF CONNECT),995,"GREAT CAMBRIDGE ROAD, EN8 0NF",,True,True,,,True,True,True,,True,,,,,,,,
737,TEXACO WALTHAM CROSS (CHESHUNT SERVICE STATION),993,"TURNERS HILL, EN8 9BN",,,,,,,,,,,,,,,,,,
738,TESCO CHESHUNT EXTRA,992,"BROOKFIELD CENTRE, EN8 0TA",True,True,,True,,True,True,True,,True,,,True,,,,,
739,ESSO WALTHAM CROSS (WALTHAM CROSS EXPRESS),915,"BULLSMOOR LANE, EN8 7RS",,True,,,,True,True,,,True,,,,,,,,
740,SHELL GREAT CAMBRIDGE ROAD (SHELL ENFIELD),1777,"GREAT CAMBRIDGE ROAD, EN1 4JR",True,True,,,True,True,True,True,,,,,,,,,,
741,JET ENFIELD (EMPIRE SERVICE STATION),1781,"HERTFORD ROAD, EN3 5SS",,,,,,,,,,,,,,,,,,
742,ESSO HERTFORD ROAD (ENFIELD EXPRESS),1780,"HERTFORD ROAD, EN3 5UT",,,,,,,,,,,,,,,,,,
743,JET WALTHAM CROSS (WALTHAM CROSS AUTOPOINT),912,"ELEANOR CROSS ROAD, EN8 7NJ",True,True,,True,,,True,True,,True,,,,,,,,
744,SAINSBURYS ENFIELD,1776,"CROWN ROAD, EN1 1TH",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
745,TOTAL HODDESDON (TOTAL BROXBOURNE),988,"HIGH ROAD, EN10 6DU",,,,True,,,,,,,,,,,,,,
746,MORRISONS ENFIELD,1775,"SOUTHBURY ROAD, EN1 1TW",True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,
747,TESCO PONDERS END EXTRA,25209,"HIGH STREET, EN3 4DP",True,True,,True,True,,True,,,,True,,,,,,,
748,SHELL HODDESDON (SHELL WAITROSE BROXBOURNE),987,"HIGH ROAD, EN10 6PY",,True,True,,,True,True,True,,True,,,,,,,,
749,BP WALTHAM ABBEY (ABBEY SERVICE STATION),5080,"FARM HILL ROAD, EN9 1NN",True,,,,,,,,,,,,,,True,,True,
750,TESCO WALTHAM ABBEY,25517,"SEWARDSTONE ROAD, EN9 1JH",,True,,True,,,,,,,,,,,,,,
751,TEXACO WALTHAM ABBEY (MARSHFIELD SERVICE STATION),1199,"SEWARDSTONE ROAD, E4 7RF",,,,,,,,,,,,,,,,,,
752,UNBRANDED HODDESDON (HODDESDON SERVICE STATION),931,"HIGH STREET, EN11 8SX",,True,,True,True,True,True,,,True,,,,,,,,
753,SAINSBURYS HODDESDON,25036,"BREWERY ROAD, EN11 8HF",,True,True,,,True,,,,,,,,,,,,
754,SHELL EPPING ROAD (SHELL EPPING),1625,"EPPING ROAD, CM16 5HW",True,True,,True,True,True,True,,,,,,,,,,,
755,UNBRANDED EPPING GREEN ROAD (JACK'S HATCH GARAGE),13479,"EPPING GREEN ROAD, CM16 6QA",,,,,,,,,,,,,,,,,,
756,SHELL HIGH STREET (SHELL HALFMOON),8247,"HIGH STREET, CM16 4AE",,,,,,,,,,,,,,,,,,
757,BP HODDESDON (WARE ROAD SF CONNECT),933,"WARE ROAD, EN11 9DU",True,True,True,True,True,True,True,,,True,,,,,True,,,
758,BP SOUTHERN WAY (HARLOW SF CONNECT),4966,"SOUTHERN WAY, CM18 7BH",,,,,,,,,,,,,,,,,,
759,TEXACO HARLOW (HARLOW SERVICE STATION),8616,"ELIZABETH WAY, CM19 5AR",True,True,,,,True,,True,,True,,True,,,True,,,
760,GULF HODDESDON (HAILEY SERVICE STATION),9847,"WARE ROAD, SG13 7PE",,,,,,,,,,,,,,,,,,
761,UNBRANDED HIGH ROAD (EPPING HIGH ROAD SERVICE STATION),13477,"HIGH ROAD, CM16 6LZ",,,,,,,,,,,,,,,,,,
762,UNBRANDED HIGH ROAD (EPPING SERVICE STATION),7605,"HIGH ROAD, CM16 6LZ",,True,,True,,True,,,,,True,,,,,,,
763,JET EPPING (BASSETT FILLING STATION),18316,"HIGH ROAD, CM16 6ED",,,,,True,,,,,,,,,,,,,
764,SHELL HARLOW (SHELL HARLOW),3643,"POTTER STREET BYPASS, CM17 9AD",,,,,,,,,,,,,,,,,,
765,BP POTTER STREET BYPASS (HARLOW GATE SF CONNECT),4965,"POTTER STREET BYPASS, CM17 9AG",,True,,True,True,True,True,,True,True,,True,True,,,,,
766,ESSO TILLWICKS ROAD (RSS HARLOW),2195,"TILLWICKS ROAD, CM18 6NQ",,True,,True,,True,True,True,,,,True,,,,,,
767,TESCO HARLOW CHURCH LANGLEY,8836,"CHURCH LANGLEY WAY, CM17 9TE",True,True,,True,True,True,True,True,,True,,True,True,,,,,
768,ESSO FOURTH AVENUE (MFG LINKWAY),6918,"FOURTH AVENUE, CM20 9HH",,,,,,,,,,,,,,,,,,
769,SAINSBURYS HARLOW,8840,"FIFTH AVENUE, CM20 2AG",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
770,BP EDINBURGH WAY (RSS EDINBURGH WAY),6919,"EDINBURGH WAY, CM20 2DG",,,,True,,,,,,,,,,,,,,
771,TESCO HARLOW EDINBURGH WAY,8841,"EDINBURGH WAY, CM20 2TG",True,True,True,True,,True,True,True,,True,,True,True,,,True,,
772,ESSO CHIPPING ONGAR (ONGAR EXPRESS),12456,"HIGH STREET, CM5 9AL",True,,,,,True,True,,,True,,,True,,,,,
773,BP CHIPPING ONGAR (MFG FOUR WANTZ),6158,"WANTZ ROUNDABOUT, CM5 0AH",,True,,True,,True,True,,,True,,,,,,,,
774,UNBRANDED ONGAR (NORTON HEATH SERVICE STATION),8248,"CHELMSFORD ROAD, CM4 0LQ",,True,,True,,True,,True,,True,,,,,,,,
775,UNBRANDED BLACKMORE (WAKELINS GARAGE),25425,"INGATESTONE ROAD, CM4 0RS",,,,,,,,,,,,,,,,,,
776,BP CHELMSFORD ROAD (BRENTWOOD SF CONNECT),6155,"CHELMSFORD ROAD, CM15 8SD",,True,,True,True,True,True,True,True,True,,True,,,True,,,
777,BP RAYLEIGH ROAD (HUTTON MOUNT SF CONNECT),2191,"RAYLEIGH ROAD, CM13 1AB",,True,True,,,True,True,,,True,,,True,,,,,
