,name,station_id,station_location,lat,lng,unleaded,super_unleaded,diesel,premium_diesel,station_unleaded_date,station_super_unleaded_date,station_diesel_date,station_premium_diesel_date
294,ESSO GREENHITHE (RSS GREENHITHE),2241,"LONDON ROAD, DA9 9EJ",51.450024,0.2868888,139.9,139.9,143.9,153.9,13.10.2021,14.10.2021,14.10.2021,12.10.2021
295,BP ERITH (MFG ERITH),1011,"BEXLEY ROAD, DA8 3EX",51.47278499999999,0.1625922,143.9,,146.9,,16.10.2021,,14.10.2021,
296,GULF ERITH (BELMONT SERVICE STATION),1012,"BELMONT ROAD, DA8 1LB",51.4726,0.157887,143.9,,146.9,,16.10.2021,,13.10.2021,
297,MORRISONS ERITH,18002,"JAMES WATT WAY, DA8 2AH",51.479345,0.1831198,138.9,,140.9,,17.10.2021,,17.10.2021,
298,SAINSBURYS PEPPER HILL,8871,"WINGFIELD BANK, DA11 8JH",51.4302168,0.3327752,136.9,140.9,138.9,,16.10.2021,16.10.2021,16.10.2021,
299,TEXACO GRAYS (LONDON ROAD SERVICE STATION),1559,"LONDON ROAD, RM20 3JT",51.4763696,0.2711423,144.9,,147.9,165.9,13.10.2021,,13.10.2021,13.10.2021
300,SHELL STONEBRIDGE ROAD (SHELL NORTHFLEET),3706,"STONEBRIDGE ROAD, DA11 9BJ",51.44923199999999,0.320969,141.9,,143.9,,13.10.2021,,13.10.2021,
301,ESSO PURFLEET (MFG MEADS),1558,"ARTERIAL ROAD, RM19 1TS",51.4858649,0.2445926,,144.9,149.9,,,13.10.2021,14.10.2021,
302,TESCO HAYES BULLS BRIDGE EXTRA,1270,"HAYES ROAD, UB2 5LN",51.4989999,-0.4077401,135.9,142.9,138.9,,13.10.2021,13.10.2021,13.10.2021,
303,BP SOUTHALL (MFG HAYES),1271,"HAYES ROAD, UB2 5LZ",51.4978868,-0.4061416,,,143.9,,,,14.10.2021,
304,M4 HESTON MOTO MOTORWAY SERVICE AREA WESTBOUND,12283,"M4 J2-3, TW5 9NB",51.4877911,-0.3951634,,,,,,,,
305,ESSO NORTH HYDE ROAD (SOUTH HAYES EXPRESS),1302,"NORTH HYDE ROAD, UB3 4NE",51.5005587,-0.4215869,139.9,,142.9,,13.10.2021,,13.10.2021,
306,M4 HESTON MOTO MOTORWAY SERVICE AREA EASTBOUND,6591,"M4 J2-3, TW5 9NB",51.4877911,-0.3951634,,,,,,,,
307,ASDA HAYES AUTOMAT,26131,"MILLINGTON ROAD, UB3 4AZ",51.5006843,-0.4253558,135.7,,137.7,,13.10.2021,,13.10.2021,
308,SAINSBURYS HAYES,1291,"COLDHARBOUR LANE, UB3 3EX",51.5163792,-0.4068654,135.9,,138.9,,13.10.2021,,13.10.2021,
309,SHELL HOUNSLOW (HESTON SERVICE STATION),1253,"HESTON ROAD, TW5 0RG",51.488332,-0.3714519,,,147.9,,,,13.10.2021,
310,BP BATH ROAD (CRANFORD SF CONNECT),1250,"BATH ROAD, TW5 9BA",51.47590289999999,-0.3959903,142.9,156.9,142.9,,13.10.2021,13.10.2021,14.10.2021,
311,TESCO YEADING EXTRA,1880,"GLENCOE ROAD, UB4 9SQ",51.52347959999999,-0.3862648,135.9,142.9,137.9,,13.10.2021,12.10.2021,13.10.2021,
312,TEXACO HOUNSLOW (HOUNSLOW SERVICE STATION),1247,"GREAT WEST ROAD, TW5 9AN",51.47504319999999,-0.3923932,,,145.9,154.9,,,13.10.2021,13.10.2021
313,ESSO SOUTHALL (MFG SOUTHALL),1266,"UXBRIDGE ROAD, UB1 3DD",51.510254,-0.358938,141.9,141.9,,,13.10.2021,14.10.2021,,
314,ESSO SHEPISTON LANE (HEATHROW NORTH SERVICE STATION),1305,"SHEPISTON LANE, UB3 1LL",51.4961177,-0.4464341,,,148.9,,,,13.10.2021,
315,BP GREAT WEST ROAD (RAVENSCROFT SF CONNECT),1244,"GREAT WEST ROAD, TW5 0BT",51.47902,-0.36188,,,141.9,,,,13.10.2021,
316,BP GREENFORD ROAD (GREENFORD PARK SERVICE STATION),1263,"GREENFORD ROAD, UB6 9BA",51.5214108,-0.3546678,,,,,,,,
317,ESSO WEST DRAYTON (RSS HARLINGTON),1260,"BATH ROAD, UB3 5AY",51.4814755,-0.4512133,,,144.9,,,,13.10.2021,
318,SHELL NORTHOLT (SHELL BUDGENS YEADING),1275,"YEADING LANE, UB5 6LN",51.5362065,-0.3919286,139.9,,143.9,,13.10.2021,,13.10.2021,
319,ESSO GREENFORD (MEAD SERVICE STATION),1267,"RUISLIP ROAD, UB6 9RP",51.5324698,-0.3713116,141.9,,145.9,,13.10.2021,,13.10.2021,
320,GULF UXBRIDGE (COLHAM GREEN SELF SERVE),4673,"COLHAM GREEN ROAD, UB8 3JY",51.52046379999999,-0.4555485,139.9,,143.9,,13.10.2021,,13.10.2021,
321,ESSO BOSTON ROAD (MFG STUDLEY GRANGE),698,"BOSTON ROAD, W7 3QJ",51.5042413,-0.3335213,141.9,,,,13.10.2021,,,
322,SHELL CHURCH ROAD (HANWELL SERVICE STATION),703,"CHURCH ROAD, W7 1DR",51.5092617,-0.3343784,,149,145.9,159.9,,10.10.2021,13.10.2021,13.10.2021
323,CO-OP LEES CORNER,1293,"UXBRIDGE ROAD, UB10 0NZ",51.5303804,-0.4487837,140.9,,144.9,,13.10.2021,,13.10.2021,
324,MURCO HILLINGDON (MORGANS GARAGE),1294,"PIELD HEATH ROAD, UB8 3NG",51.5257916,-0.4560701999999999,,,147.9,,,,13.10.2021,
325,GULF WEST DRAYTON (WEST DRAYTON SERVICE STATION),11533,"STATION ROAD, UB7 7ND",51.5063426,-0.4699522,,,147.9,,,,13.10.2021,
326,SHELL HOLLOWAY LANE (SHELL WEST DRAYTON),1258,"HOLLOWAY LANE, UB7 0AE",51.492413,-0.469795,142.9,,144.9,,17.10.2021,,17.10.2021,
327,ASDA NORTHOLT WESTERN AVENUE PFS,1277,"TARGET ROUNDABOUT, UB5 5AW",51.5432093,-0.3796879,135.7,,137.7,,17.10.2021,,16.10.2021,
328,BP HILLINGDON (HILLINGDON SF CONNECT),1278,"LONG LANE, UB10 0LQ",51.5329225,-0.4521579,137.9,,142.9,154.9,13.10.2021,,14.10.2021,13.10.2021
329,TESCO OSTERLEY EXTRA,1252,"SYON LANE, TW7 5NZ",51.484595,-0.330184,137.9,144.9,138.9,,13.10.2021,13.10.2021,13.10.2021,
330,SHELL BRENTFORD (SHELL GILLETTE CORNER),1251,"GREAT WEST ROAD, TW7 5NG",51.48343819999999,-0.3280531,139.9,,142.9,,13.10.2021,,13.10.2021,
331,SHELL GREENFORD (SHELL ROUNDABOUT),1262,"GREENFORD ROAD, UB6 8QQ",51.5351247,-0.346529,141.9,,145.9,,13.10.2021,,13.10.2021,
332,BP MANDEVILLE ROAD (MANDEVILLE SERVICE STATION),1276,"MANDEVILLE ROAD, UB5 5BH",51.54599,-0.37136,139.9,149.9,142.9,152.9,15.10.2021,09.10.2021,15.10.2021,09.10.2021
333,JET WEST DRAYTON (MFG MILL ROAD),1297,"MILL ROAD, UB7 7EQ",51.5017301,-0.4793957,139.9,,142.9,,17.10.2021,,17.10.2021,
334,BP WESTERN AVENUE (GREENFORD ROUNDABOUT FILLING STATION),1332,"WESTERN AVENUE, UB6 8EU",51.5361615,-0.3448153,,140.9,,,,13.10.2021,,
335,SHELL HIGH STREET (SHELL YIEWSLEY),1299,"HIGH STREET, UB7 7QP",51.516444,-0.4766,138.9,151,142.9,,18.10.2021,17.10.2021,18.10.2021,
336,SHELL COLNBROOK BYPASS (SHELL HEATHROW),12324,"COLNBROOK BYPASS, UB7 0HB",51.481913,-0.480252,142.9,,144.9,,13.10.2021,,13.10.2021,
337,SHELL RUISLIP (SHELL NORTHOLT),632,"WEST END ROAD, HA4 6QQ",51.5551213,-0.4053595,141.9,,142.9,,15.10.2021,,13.10.2021,
338,SAINSBURYS SOUTH RUISLIP,18334,"LONG DRIVE, HA4 0HQ",51.55604,-0.3929484,133.9,140.9,135.9,,17.10.2021,17.10.2021,17.10.2021,
339,BP WESTERN AVENUE (PERIVALE SF CONNECT),1879,"WESTERN AVENUE, UB6 8TF",51.533213,-0.325392,137.9,153.9,144.9,,13.10.2021,13.10.2021,14.10.2021,
340,ESSO HIGH ROAD (COWLEY EXPRESS),1300,"HIGH ROAD, UB8 2HS",51.5258933,-0.4824136999999999,138.9,,141.9,,13.10.2021,,18.10.2021,
341,ESSO SOUTH EALING ROAD (TRIANGLE SERVICE STATION),700,"SOUTH EALING ROAD, W5 4QT",51.50216649999999,-0.3065013,139.9,,,,13.10.2021,,,
342,ASDA SOUTH RUISLIP AUTOMAT,26263,"OLD DAIRY LANE, HA4 0EF",51.559069,-0.400181,133.7,,136.7,,13.10.2021,,13.10.2021,
343,BP GUNNERSBURY AVENUE (GUNNERSBURY PARK SF CONNECT),76,"GUNNERSBURY AVENUE, W5 4LR",51.5011163,-0.2859169,,,,,,,,
344,ESSO GREAT WEST ROAD (RSS THE DOME),77,"GREAT WEST ROAD, TW8 9AD",51.4915114,-0.3044173,139.9,,142.9,,13.10.2021,,14.10.2021,
345,JET BRENTFORD (BRENTFORD SERVICE STATION),79,"HIGH STREET, TW8 0DU",51.4878984,-0.2925745,139.9,,144.9,,13.10.2021,,13.10.2021,
346,ESSO GREAT WEST ROAD (RSS CHISWICK FLYOVER),89,"GREAT WEST ROAD, W4 5QJ",51.4915691,-0.2833596,139.9,153.9,142.9,156.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
347,ESSO UXBRIDGE ROAD (ACTON EXPRESS),17619,"UXBRIDGE ROAD, W3 9RH",51.508365,-0.281438,139.9,,143.9,153.9,14.10.2021,,14.10.2021,13.10.2021
348,SHELL HANGER LANE (SHELL WAITROSE EALING),66,"HANGER LANE, W5 3HJ",51.5165556,-0.2910575,141.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
349,BP SOUTH PARADE (MFG CHISWICK),97,"SOUTH PARADE, W4 5LG",51.49626199999999,-0.263516,,142.9,145.9,,,14.10.2021,14.10.2021,
350,BP HORN LANE (HORN LANE FILLING STATION),68,"HORN LANE, W3 6PH",51.51491,-0.26851,,143.9,149.9,,,13.10.2021,14.10.2021,
351,SHELL THE VALE (MFG ACTON PARK),73,"THE VALE, W3 7QS",51.506242,-0.260112,139.9,,144.9,165.9,13.10.2021,,13.10.2021,13.10.2021
352,SHELL WESTERN AVENUE (SHELL PARK ROYAL),1721,"WESTERN AVENUE, W3 0PA",51.52632639999999,-0.2804748,139.9,153.9,144.9,157.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
353,BP WESTERN AVENUE (WESTERN AVENUE SF CONNECT),1722,"WESTERN AVENUE, W3 0TE",51.52693379999999,-0.2780782,139.9,,144.9,156.9,13.10.2021,,14.10.2021,13.10.2021
354,SHELL THE VALE (MFG ACTON VALE),72,"THE VALE, W3 7RS",51.5068687,-0.2492259,139.9,,144.9,,13.10.2021,,13.10.2021,
355,ASDA PARK ROYAL AUTOMAT,1877,"PARK ROYAL ROAD, NW10 7LW",51.5278892,-0.2683262,136.6,,138.7,,13.10.2021,,13.10.2021,
356,SHELL GOLDHAWK ROAD (SHELL HAMMERSMITH),96,"GOLDHAWK ROAD, W6 0XF",51.4958547,-0.2447167,143.9,,145.9,159.9,13.10.2021,,13.10.2021,13.10.2021
357,ESSO EALING ROAD (ALPERTON SERVICE STATION),1333,"EALING ROAD, HA0 1JQ",51.53519370000001,-0.2973163,140.8,,,,13.10.2021,,,
358,TESCO HOOVER BUILDING,1336,"WESTERN AVENUE, UB6 8DW",51.5338447,-0.3187539,,,,,,,,
359,SAINSBURYS ALPERTON,1334,"EALING ROAD, HA0 1PF",51.5382411,-0.2999421,134.9,,137.9,,13.10.2021,,13.10.2021,
360,BP GREAT WEST ROAD (MFG CROMWELL ROAD NORTH),87,"GREAT WEST ROAD, W6 9TQ",51.49155409999999,-0.2385821,141.9,142.9,146.9,,12.10.2021,14.10.2021,14.10.2021,
361,BP GREAT WEST ROAD (CROMWELL ROAD SF SOUTH CONNECT),86,"GREAT WEST ROAD, W6 9TQ",51.49155409999999,-0.2385821,141.9,156.9,145.9,,13.10.2021,13.10.2021,14.10.2021,
362,ESSO ABBEY ROAD (PARK ROYAL SERVICE STATION),1878,"ABBEY ROAD, NW10 7TS",51.5383479,-0.277335,140.9,,144.9,,13.10.2021,,13.10.2021,
363,ESSO CASTELNAU (BARNES EXPRESS),85,"CASTELNAU, SW13 9EW",51.48473019999999,-0.2345005,139,,142.9,,13.10.2021,,13.10.2021,
364,TEXACO SCRUBS LANE (SCRUBS LANE SERVICE STATION),1707,"SCRUBS LANE, W10 6AH",51.5207347,-0.228727,138.9,,143.9,155.9,16.10.2021,,16.10.2021,13.10.2021
365,BP SHEPHERDS BUSH GREEN (BUSH CENTRE SF CONNECT),1893,"SHEPHERDS BUSH GREEN, W12 8PS",51.50346,-0.2214,141.9,,144.9,,12.10.2021,,12.10.2021,
366,TEXACO HARROW ROAD (COLLEGE PARK SERVICE STATION),1703,"HARROW ROAD, NW10 5ND",51.53220049999999,-0.2386136,138.9,,143.9,,13.10.2021,,13.10.2021,
367,UNBRANDED CHURCH ROAD (CRAVEN PARK SERVICE STATION),1698,"CHURCH ROAD, NW10 8SR",51.5459123,-0.2516676,,,147.9,,,,12.10.2021,
368,BP HAMERSMITH FLYOVER (FLYOVER SF CONNECT),1710,"HAMERSMITH FLYOVER, W6 8BJ",51.4905531,-0.2178171,139.9,,143.9,155.9,13.10.2021,,14.10.2021,13.10.2021
369,SHELL FULHAM PALACE ROAD (SHELL FULHAM CROSS),1712,"FULHAM PALACE ROAD, W6 9NT",51.4837697,-0.2198371,142.9,,144.9,158.9,16.10.2021,,16.10.2021,13.10.2021
370,UNBRANDED HOLLAND ROAD (HOLLAND ROAD SERVICE STATION),306,"HOLLAND ROAD, W14 8BA",51.5006114,-0.2112697,,,,,,,,
371,SHELL BAYSWATER ROAD (SHELL WAITROSE BAYSWATER),1530,"BAYSWATER ROAD, W2 3HT",51.5106829,-0.1840065,143.9,157.9,145.9,,13.10.2021,13.10.2021,13.10.2021,
372,SHELL OLD BROMPTON ROAD (SHELL OLD BROMPTON),307,"OLD BROMPTON ROAD, SW7 3RA",51.4917558,-0.1793723,143.9,,145.9,,13.10.2021,,13.10.2021,
373,UNBRANDED ST MARKS ROAD (ANDREWS GARAGE),1717,"ST MARKS ROAD, W11 1RE",51.5165192,-0.2129284,,158.9,148.8,,,13.10.2021,13.10.2021,
374,ESSO FULHAM ROAD (CHELSEA EXPRESS),310,"FULHAM ROAD, SW10 9UZ",51.4826357,-0.1859549,143.9,,145.9,,17.10.2021,,17.10.2021,
375,SHELL HARROW ROAD (SHELL WESTBOURNE),1720,"HARROW ROAD, W2 5EH",51.5203292,-0.1914117,143.9,,146.9,159.9,13.10.2021,,13.10.2021,13.10.2021
376,GULF SLOANE AVENUE (CHELSEA CLOISTERS SERVICE STATION),301,"SLOANE AVENUE, SW3 3DL",51.4924347,-0.1665997,,,,,,,,
377,SHELL ASHBURNHAM ROAD (SHELL CHELSEA),309,"ASHBURNHAM ROAD, SW10 0NY",51.4803122,-0.1822919,143.9,158.9,144.9,,13.10.2021,15.10.2021,13.10.2021,
378,ESSO KINGS ROAD (FULHAM EXPRESS),298,"KINGS ROAD, SW6 2EJ",51.478001,-0.189224,141.9,,142.9,,13.10.2021,,13.10.2021,
379,SAINSBURYS LADBROKE GROVE,1718,"CANAL WAY, W10 5AA",51.5261769,-0.2177619,136.9,,138.9,,13.10.2021,,13.10.2021,
380,ESSO EDGWARE ROAD (MFG THE VALE),1527,"EDGWARE ROAD, W2 1BT",51.522803,-0.17452,145.9,,149.9,,13.10.2021,,14.10.2021,
381,SHELL FULHAM ROAD (SHELL EV FULHAM),1891,"FULHAM ROAD, SW6 5HY",51.4725109,-0.2090047,,,,,,,,
382,ESSO PARK LANE (MFG PARK LANE),1164,"PARK LANE, W1K 7HB",51.5088654,-0.154283,149.9,,,165.9,13.10.2021,,,13.10.2021
383,ESSO SUTHERLAND AVENUE (MAIDA VALE EXPRESS),1529,"SUTHERLAND AVENUE, W9 1UP",51.5282316,-0.1821746,145.9,,149.9,,13.10.2021,,13.10.2021,
384,SHELL EBURY STREET (SHELL VICTORIA),1160,"EBURY STREET, SW1W 9QJ",51.49254999999999,-0.150649,142.9,156.9,145.9,,13.10.2021,13.10.2021,13.10.2021,
385,SHELL MARYLEBONE ROAD (MFG SPAR DORSET HOUSE),1523,"MARYLEBONE ROAD, NW1 5AR",51.522398,-0.1592091,,159.9,149.9,165.9,,13.10.2021,13.10.2021,13.10.2021
386,SAINSBURYS LOWER RICHMOND ROAD,1371,"LOWER RICHMOND ROAD, SW15 1EU",51.4673814,-0.2206653,138.9,,140.9,,13.10.2021,,13.10.2021,
387,BP WELLINGTON ROAD (MFG LORDS),490,"WELLINGTON ROAD, NW8 9SQ",51.53229169999999,-0.1721082,145.9,,149.9,,14.10.2021,,14.10.2021,
388,SHELL YORK ROAD (SHELL SAVOY),290,"YORK ROAD, SW18 1TP",51.464293,-0.182405,139.9,,143.9,156.9,13.10.2021,,13.10.2021,13.10.2021
389,SHELL QUEENSTOWN ROAD (SHELL WAITROSE BATTERSEA),1147,"QUEENSTOWN ROAD, SW8 4LT",51.4784525,-0.1483283,141.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
390,BP SWANDON WAY (WANDSWORTH SF CONNECT),296,"SWANDON WAY, SW18 1EW",51.4619629,-0.1885525,138.9,152.9,143.9,155.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
391,BP VAUXHALL BRIDGE ROAD (MFG VAUXHALL BRIDGE),12516,"VAUXHALL BRIDGE ROAD, SW1V 2RE",51.4925451,-0.1371082,141.9,,146.9,,14.10.2021,,14.10.2021,
392,SHELL GROSVENOR ROAD (RSS EMBANKMENT),1158,"GROSVENOR ROAD, SW1V 3JY",51.48525369999999,-0.1363485,141.9,,145.9,,13.10.2021,,13.10.2021,
393,SHELL KILBURN HIGH ROAD (SHELL KILBURN),1693,"KILBURN HIGH ROAD, NW6 7QE",51.54650170000001,-0.2039567,141.9,155.9,143.9,157.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
394,BP CLAPHAM COMMON NORTH SIDE (MFG CLAPHAM COMMON),1150,"CLAPHAM COMMON NORTH SIDE, SW4 9SH",51.4614673,-0.1573931,,,145.9,,,,13.10.2021,
395,TEXACO WANDSWORTH ROAD (CO-OP CLAPHAM),1146,"WANDSWORTH ROAD, SW8 3LT",51.4689248,-0.1428406,142.9,150.9,146.9,,13.10.2021,13.10.2021,13.10.2021,
396,BP FINCHLEY ROAD (HAMPSTEAD SERVICE STATION),494,"FINCHLEY ROAD, NW3 5EY",51.54571749999999,-0.1776905,,144.9,148.9,,,14.10.2021,14.10.2021,
397,SHELL WILLESDEN LANE (SHELL WILLESDEN),1692,"WILLESDEN LANE, NW2 5HS",51.5471263,-0.2223913,144.9,,149.9,,16.10.2021,,16.10.2021,
398,TEXACO ALBERT EMBANKMENT (EMBANKMENT SERVICE STATION),8020,"ALBERT EMBANKMENT, SE1 7TL",51.4891228,-0.122769,138.9,,143.9,,13.10.2021,,13.10.2021,
399,MORRISONS CAMDEN,714,"CHALK FARM ROAD, NW1 8AA",51.542959,-0.1495846,,,,,,,,
400,SHELL SOUTHWARK BRIDGE ROAD (SHELL SOUTHWARK BRIDGE),1135,"SOUTHWARK BRIDGE ROAD, SE1 0AX",51.5033785,-0.0955189999999999,142.9,,145.9,159.9,13.10.2021,,13.10.2021,13.10.2021
401,ESSO NEW KENT ROAD (MFG NEWINGTON SPAR),1139,"NEW KENT ROAD, SE1 4AG",51.49439779999999,-0.0907538,142.9,153.9,146.9,,13.10.2021,09.10.2021,14.10.2021,
402,TEXACO KENNINGTON ROAD (KENNINGTON SERVICE STATION),1140,"KENNINGTON ROAD, SE11 6PR",51.490827,-0.111332,136.9,,142.9,,13.10.2021,,13.10.2021,
403,APPLEGREEN KENNINGTON LANE (APPLEGREEN KENNINGTON),1141,"KENNINGTON LANE, SE11 5RD",51.4869995,-0.1158962,137.8,,141.8,,13.10.2021,,13.10.2021,
404,TESCO SOUTHWARK,25,"DUNTON ROAD, SE1 5HG",51.4899806,-0.0760938,135.9,140.9,137.9,,13.10.2021,10.10.2021,13.10.2021,
405,APPLEGREEN CAMBERWELL ROAD (APPLEGREEN CAMBERWELL),41,"CAMBERWELL ROAD, SE5 0EG",51.4810917,-0.094691,137.8,,139.8,,13.10.2021,,13.10.2021,
406,TEXACO THE HIGHWAY (ST KATHERINES SERVICE STATION),1521,"THE HIGHWAY, E1W 2BN",51.5094444,-0.0636111,141.9,155.9,142.9,,13.10.2021,13.10.2021,13.10.2021,
407,ASDA OLD KENT ROAD AUTOMAT,26,"OLD KENT ROAD, SE1 5AG",51.4844027,-0.0697671,136.7,,138.7,,18.10.2021,,13.10.2021,
408,BP THE HIGHWAY (TOWER CONNECT),1465,"THE HIGHWAY, E1W 2BU",51.5091556,-0.0609612,,,144.9,,,,14.10.2021,
409,SHELL SOUTHWARK PARK ROAD (SHELL SOUTHWARK PARK),1131,"SOUTHWARK PARK ROAD, SE16 2JN",51.4925745,-0.0597625,142.9,,145.9,,13.10.2021,,13.10.2021,
410,SHELL OLD STREET (SHELL OLD STREET),12529,"OLD STREET, EC1V 9BP",51.52531630000001,-0.0889751999999999,,,143.9,,,,13.10.2021,
411,SHELL WHITECHAPEL ROAD (SHELL WHITECHAPEL),1489,"WHITECHAPEL ROAD, E1 1DT",51.5180181,-0.0653692999999999,141.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
412,TEXACO CITY ROAD (CITY ROAD SERVICE STATION),1871,"CITY ROAD, EC1V 1JQ",51.5293198,-0.0947239,138.9,,143.9,,13.10.2021,,13.10.2021,
413,TESCO SURREY QUAYS EXTRA,1043,"REDRIFF ROAD, SE16 7LL",51.494544,-0.0460386,135.9,,137.9,,13.10.2021,,13.10.2021,
414,ASDA BETHNAL GREEN VALLANCE ROAD PFS,1460,"VALLANCE ROAD, E1 5BW",51.52225920000001,-0.0640418,135.7,,137.7,,13.10.2021,,14.10.2021,
415,BP OLD KENT ROAD (MFG HOPFIELDS),29,"OLD KENT ROAD, SE15 1NZ",51.48066619999999,-0.0591697999999999,143.9,143.9,147.9,,14.10.2021,14.10.2021,14.10.2021,
416,ESSO BRIXTON ROAD (STOCKWELL EXPRESS),57,"BRIXTON ROAD, SW9 7AA",51.4685707,-0.1128716,136.9,,141.9,,13.10.2021,,13.10.2021,
417,MORRISONS PECKHAM,17622,"HANOVER PARK, SE15 5HS",51.472642,-0.066969,136.7,,137.7,,13.10.2021,,13.10.2021,
418,JET HINTON ROAD (HERNE HILL SERVICE STATION),64,"HINTON ROAD, SE24 0HJ",51.4641615,-0.1013717,,,147.9,,,,13.10.2021,
419,SHELL NEW CROSS ROAD (SOUTHWARK SERVICE STATION),31,"NEW CROSS ROAD, SE14 5BE",51.4780884,-0.0533586,142.9,158.9,148.9,,14.10.2021,13.10.2021,14.10.2021,
420,TEXACO CALEDONIAN ROAD (CO-OP CALEDONIAN),593,"CALEDONIAN ROAD, N1 0SL",51.5379061,-0.1169423,141.9,,147.9,,17.10.2021,,17.10.2021,
421,BP CAMBRIDGE HEATH ROAD (MUSEUM SERVICE STATION),1457,"CAMBRIDGE HEATH ROAD, E2 9LH",51.5290719,-0.0560808999999999,,143.9,145.9,158.9,,14.10.2021,14.10.2021,14.10.2021
422,SHELL UPPER STREET (SHELL UPPER STREET),603,"UPPER STREET, N1 2TZ",51.5407105,-0.1023826,139.9,,145.9,156.9,17.10.2021,,17.10.2021,13.10.2021
423,SHELL EVELYN STREET (SHELL DEPTFORD),1045,"EVELYN STREET, SE8 5RJ",51.485713,-0.034595,,,,,,,,
424,BP GROVE VALE (GROVE VALE FILLING STATION),43,"GROVE VALE, SE22 8EN",51.461333,-0.0757108,,143.9,148.9,,,13.10.2021,14.10.2021,
425,ESSO EAST DULWICH ROAD (MFG DULWICH),46,"EAST DULWICH ROAD, SE22 9BD",51.4619295,-0.0688730999999999,142.9,142.9,147.9,,13.10.2021,14.10.2021,14.10.2021,
426,SAINSBURYS NEW CROSS GATE,12527,"NEW CROSS ROAD, SE14 5UL",51.4752192,-0.041089,155.7,,137.9,,17.10.2021,,13.10.2021,
427,TEXACO MARE STREET (MARE STREET SERVICE STATION),1453,"MARE STREET, E8 3SG",51.538542,-0.056581,142.9,,149.9,,13.10.2021,,14.10.2021,
428,TEXACO GROVE ROAD (GROVE ROAD FILLING STATION),1467,"GROVE ROAD, E3 4PE",51.5271907,-0.0368961,143.9,155.9,145.9,,13.10.2021,13.10.2021,13.10.2021,
429,SHELL YORK WAY (SHELL CAMDEN TOWN),459,"YORK WAY, N7 9QE",51.5463912,-0.1269763,139.9,,,,13.10.2021,,,
430,ESSO CAMDEN ROAD (CAMDEN EXPRESS),457,"CAMDEN ROAD, NW1 9HG",51.5454374,-0.1333988,138.9,,139.9,,13.10.2021,,13.10.2021,
431,SHELL HOLLOWAY ROAD (SHELL HOLLOWAY),1188,"HOLLOWAY ROAD, N7 8JE",51.550253,-0.1086741,142.9,157,146.9,,13.10.2021,13.10.2021,13.10.2021,
432,TEXACO CREEK ROAD (PARK DEPTFORD SERVICE STATION),1046,"CREEK ROAD, SE8 3BU",51.4815152,-0.018508,,,147.9,162.9,,,13.10.2021,13.10.2021
433,ASDA DOCKLANDS AUTOMAT,8905,"EAST FERRY ROAD, E14 3BT",51.4948777,-0.013584,135.7,,137.7,,13.10.2021,,13.10.2021,
434,TEXACO COTTON STREET (COTTON STREET SERVICE STATION),1496,"COTTON STREET, E14 0EL",51.5106133,-0.0107673,147.9,,149.9,,13.10.2021,,13.10.2021,
435,SAINSBURYS CHARLTON RIVERSIDE,18410,"BUGSBYS WAY, SE10 0QJ",51.4879397,0.0165813,134,146.9,136.9,,16.10.2021,17.10.2021,16.10.2021,
436,BP TRAFALGAR ROAD (TRAFALGAR SF CONNECT),1028,"TRAFALGAR ROAD, SE10 9TS",51.4836696,-0.0006879999999999,,,141.9,,,,14.10.2021,
437,SHELL NORTH WOOLWICH ROAD (PARK SILVERTOWN),1534,"NORTH WOOLWICH ROAD, E16 2BB",51.5025807,0.0258894,146.9,161.9,148.9,,13.10.2021,13.10.2021,13.10.2021,
438,ASDA CHARLTON,15846,"BUGSBYS WAY, SE7 7SR",51.4891847,0.0226714,133.6,,137.7,,13.10.2021,,17.10.2021,
439,BP WOOLWICH ROAD (MFG HEXAGON),996,"WOOLWICH ROAD, SE7 7AL",51.4872837,0.0277081,,139.8,145.9,159.9,,14.10.2021,15.10.2021,15.10.2021
440,BP NEWHAM WAY (NEWHAM WAY CONNECT),1520,"NEWHAM WAY, E16 1QX",51.51702,0.02339,141.9,155.9,141.9,152.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
441,TESCO BROMLEY BY BOW,1494,"BLACKWALL TUNNEL NORTHERN APPROACH, E3 3DA",51.5266315,-0.0097847,137.9,,139.9,,16.10.2021,,16.10.2021,
442,ESSO SHOOTERS HILL ROAD (MFG BLACKHEATH),1031,"SHOOTERS HILL ROAD, SE3 7HS",51.4740486,0.0169863,139.9,,145.9,165.9,13.10.2021,,14.10.2021,13.10.2021
443,SHELL SHOOTERS HILL ROAD (SHELL SHOOTERS HILL),1032,"SHOOTERS HILL ROAD, SE3 8UQ",51.4755422,0.0280034,139.9,153.9,144.9,157.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
444,TEXACO BOW ROAD (CO-OP BOW ROAD),1491,"BOW ROAD, E3 2AN",51.5279715,-0.0221082,140.9,,145.9,,13.10.2021,,13.10.2021,
